module,type,name,res_id,src,value
base,model,"ir.module.module,description",base.module_l10n_ve,"
Chart of Account for Venezuela.
===============================

Venezuela doesn't have any chart of account by law, but the default
proposed in OpenERP should comply with some Accepted best practices in Venezuela, 
this plan comply with this practices.

This module has been tested as base for more of 1000 companies, because 
it is based in a mixtures of most common software in the Venezuelan 
market what will allow for sure to accountants feel them first steps with 
OpenERP more confortable.

This module doesn't pretend be the total localization for Venezuela, 
but it will help you to start really quickly with OpenERP in this country.

This module give you.
---------------------

- Basic taxes for Venezuela.
- Have basic data to run tests with community localization.
- Start a company from 0 if your needs are basic from an accounting PoV.

We recomend install account_anglo_saxon if you want valued your 
stocks as Venezuela does with out invoices.

If you install this module, and select Custom chart a basic chart will be proposed, 
but you will need set manually account defaults for taxes.
",
base,model,"ir.module.module,description",base.module_l10n_th,"
Chart of Accounts for Thailand.
===============================

Thai accounting chart and localization.
    ",
base,model,"ir.module.module,description",base.module_l10n_cr,"
Chart of accounts for Costa Rica.
=================================

Includes:
---------
    * account.type
    * account.account.template
    * account.tax.template
    * account.tax.code.template
    * account.chart.template

Everything is in English with Spanish translation. Further translations are welcome,
please go to http://translations.launchpad.net/openerp-costa-rica.
    ",
base,model,"ir.module.module,description",base.module_l10n_cl,"
Chilean accounting chart and tax localization.
==============================================
Plan contable chileno e impuestos de acuerdo a disposiciones vigentes

    ",
base,model,"ir.module.module,description",base.module_decimal_precision,"
Configure the price accuracy you need for different kinds of usage: accounting, sales, purchases.
=================================================================================================

The decimal precision is configured per company.
",
base,model,"ir.module.module,description",base.module_claim_from_delivery,"
Create a claim from a delivery order.
=====================================

Adds a Claim link to the delivery order.
",
base,model,"ir.module.module,description",base.module_survey,"
Create beautiful web surveys and visualize answers
==================================================

It depends on the answers or reviews of some questions by different users. A
survey may have multiple pages. Each page may contain multiple questions and
each question may have multiple answers. Different users may give different
answers of question and according to that survey is done. Partners are also
sent mails with personal token for the invitation of the survey.
    ",
base,model,"ir.module.module,description",base.module_subscription,"
Create recurring documents.
===========================

This module allows to create new documents and add subscriptions on that document.

e.g. To have an invoice generated automatically periodically:
-------------------------------------------------------------
    * Define a document type based on Invoice object
    * Define a subscription whose source document is the document defined as
      above. Specify the interval information and partner to be invoice.
    ",
base,model,"ir.module.module,description",base.module_event_sale,"
Creating registration with sale orders.
=======================================

This module allows you to automate and connect your registration creation with
your main sale flow and therefore, to enable the invoicing feature of registrations.

It defines a new kind of service products that offers you the possibility to
choose an event category associated with it. When you encode a sale order for
that product, you will be able to choose an existing event of that category and
when you confirm your sale order it will automatically create a registration for
this event.
",
base,model,"ir.module.module,description",base.module_l10n_hr,"
Croatian localisation.
======================

Author: Goran Kliska, Slobodni programi d.o.o., Zagreb
        http://www.slobodni-programi.hr

Contributions:
  Tomislav Bošnjaković, Storm Computers: tipovi konta
  Ivan Vađić, Slobodni programi: tipovi konta

Description:

Croatian Chart of Accounts (RRIF ver.2012)

RRIF-ov računski plan za poduzetnike za 2012.
Vrste konta
Kontni plan prema RRIF-u, dorađen u smislu kraćenja naziva i dodavanja analitika
Porezne grupe prema poreznoj prijavi
Porezi PDV obrasca
Ostali porezi 
Osnovne fiskalne pozicije

Izvori podataka:
 http://www.rrif.hr/dok/preuzimanje/rrif-rp2011.rar
 http://www.rrif.hr/dok/preuzimanje/rrif-rp2012.rar

",
base,model,"ir.module.module,description",base.module_portal,"
Customize access to your OpenERP database to external users by creating portals.
================================================================================
A portal defines a specific user menu and access rights for its members.  This
menu can be seen by portal members, public users and any other user that
have the access to technical features (e.g. the administrator).
Also, each portal member is linked to a specific partner.

The module also associates user groups to the portal users (adding a group in
the portal automatically adds it to the portal users, etc).  That feature is
very handy when used in combination with the module 'share'.
    ",
base,model,"ir.module.module,description",base.module_website_sale_delivery,"
Delivery Costs
==============
",
base,model,"ir.module.module,description",base.module_marketing_campaign_crm_demo,"
Demo data for the module marketing_campaign.
============================================

Creates demo data like leads, campaigns and segments for the module marketing_campaign.
    ",
base,model,"ir.module.module,description",base.module_l10n_de,"
Dieses  Modul beinhaltet einen deutschen Kontenrahmen basierend auf dem SKR03.
==============================================================================

German accounting chart and localization.
    ",
base,model,"ir.module.module,description",base.module_website_twitter,"
Display best tweets
========================

        ",
base,model,"ir.module.module,description",base.module_website_forum_doc,"
Documentation based on question and pertinent answers of Forum
        ",
base,model,"ir.module.module,description",base.module_purchase_double_validation,"
Double-validation for purchases exceeding minimum amount.
=========================================================

This module modifies the purchase workflow in order to validate purchases that
exceeds minimum amount set by configuration wizard.
    ",
base,model,"ir.module.module,description",base.module_hw_escpos,"
ESC/POS Hardware Driver
=======================

This module allows openerp to print with ESC/POS compatible printers and
to open ESC/POS controlled cashdrawers in the point of sale and other modules
that would need such functionality.

",
base,model,"ir.module.module,description",base.module_mass_mailing,"
Easily send mass mailing to your leads, opportunities or customers. Track
marketing campaigns performance to improve conversion rates. Design
professional emails and reuse templates in a few clicks.
    ",
base,model,"ir.module.module,description",base.module_email_template,"
Email Templating (simplified version of the original Power Email by Openlabs).
==============================================================================

Lets you design complete email templates related to any OpenERP document (Sale
Orders, Invoices and so on), including sender, recipient, subject, body (HTML and
Text). You may also automatically attach files to your templates, or print and
attach a report.

For advanced use, the templates may include dynamic attributes of the document
they are related to. For example, you may use the name of a Partner's country
when writing to them, also providing a safe default in case the attribute is
not defined. Each template contains a built-in assistant to help with the
inclusion of these dynamic values.

If you enable the option, a composition assistant will also appear in the sidebar
of the OpenERP documents to which the template applies (e.g. Invoices).
This serves as a quick way to send a new email based on the template, after
reviewing and adapting the contents, if needed.
This composition assistant will also turn into a mass mailing system when called
for multiple documents at once.

These email templates are also at the heart of the marketing campaign system
(see the ``marketing_campaign`` application), if you need to automate larger
campaigns on any OpenERP document.

    **Technical note:** only the templating system of the original Power Email by Openlabs was kept.
    ",
base,model,"ir.module.module,description",base.module_auth_crypt,"
Encrypted passwords
===================

Replaces the default password storage with a strong cryptographic
hash.

The key derivation function currently used is RSA Security LLC's
industry-standard ``PKDF2``, in combination with ``SHA512``.
This includes salting and key stretching with several thousands
rounds.

All passwords are encrypted as soon as the module is installed.
This may take a few minutes if there are thousands of users.

Past versions of encrypted passwords will be automatically upgraded
to the current scheme whenever a user authenticates
(``auth_crypt`` was previously using the weaker ``md5crypt`` key
derivation function).

Note: Installing this module permanently prevents user password
recovery and cannot be undone. It is thus recommended to enable
some password reset mechanism for users, such as the one provided
by the ``auth_signup`` module (signup for new users does not
necessarily have to be enabled).

",
base,model,"ir.module.module,description",base.module_account_asset,"
Financial and accounting asset management.
==========================================

This Module manages the assets owned by a company or an individual. It will keep 
track of depreciation's occurred on those assets. And it allows to create Move's 
of the depreciation lines.

    ",
base,model,"ir.module.module,description",base.module_l10n_fr_hr_payroll,"
French Payroll Rules.
=====================

    - Configuration of hr_payroll for French localization
    - All main contributions rules for French payslip, for 'cadre' and 'non-cadre'
    - New payslip report

TODO:
-----
    - Integration with holidays module for deduction and allowance
    - Integration with hr_payroll_account for the automatic account_move_line
      creation from the payslip
    - Continue to integrate the contribution. Only the main contribution are
      currently implemented
    - Remake the report under webkit
    - The payslip.line with appears_in_payslip = False should appears in the
      payslip interface, but not in the payslip report
    ",
base,model,"ir.module.module,description",base.module_gamification,"
Gamification process
====================
The Gamification module provides ways to evaluate and motivate the users of OpenERP.

The users can be evaluated using goals and numerical objectives to reach.
**Goals** are assigned through **challenges** to evaluate and compare members of a team with each others and through time.

For non-numerical achievements, **badges** can be granted to users. From a simple ""thank you"" to an exceptional achievement, a badge is an easy way to exprimate gratitude to a user for their good work.

Both goals and badges are flexibles and can be adapted to a large range of modules and actions. When installed, this module creates easy goals to help new users to discover OpenERP and configure their user profile.
",
base,model,"ir.module.module,description",base.module_l10n_uy,"
General Chart of Accounts.
==========================

Provide Templates for Chart of Accounts, Taxes for Uruguay.

",
base,model,"ir.module.module,description",base.module_hr_timesheet_invoice,"
Generate your Invoices from Expenses, Timesheet Entries.
========================================================

Module to generate invoices based on costs (human resources, expenses, ...).

You can define price lists in analytic account, make some theoretical revenue
reports.",
base,model,"ir.module.module,description",base.module_hr_payroll_account,"
Generic Payroll system Integrated with Accounting.
==================================================

    * Expense Encoding
    * Payment Encoding
    * Company Contribution Management
    ",
base,model,"ir.module.module,description",base.module_hr_payroll,"
Generic Payroll system.
=======================

    * Employee Details
    * Employee Contracts
    * Passport based Contract
    * Allowances/Deductions
    * Allow to configure Basic/Gross/Net Salary
    * Employee Payslip
    * Monthly Payroll Register
    * Integrated with Holiday Management
    ",
base,model,"ir.module.module,description",base.module_web_analytics,"
Google Analytics.
=================

Collects web application usage with Google Analytics.
    ",
base,model,"ir.module.module,description",base.module_web_graph,"
Graph Views for Web Client.
===========================

    * Parse a <graph> view but allows changing dynamically the presentation
    * Graph Types: pie, lines, areas, bars, radar
    * Stacked/Not Stacked for areas and bars
    * Legends: top, inside (top/left), hidden
    * Features: download as PNG or CSV, browse data grid, switch orientation
    * Unlimited ""Group By"" levels (not stacked), two cross level analysis (stacked)
",
base,model,"ir.module.module,description",base.module_hw_proxy,"
Hardware Poxy
=============

This module allows you to remotely use peripherals connected to this server.

This modules only contains the enabling framework. The actual devices drivers
are found in other modules that must be installed separately. 

",
base,model,"ir.module.module,description",base.module_crm_helpdesk,"
Helpdesk Management.
====================

Like records and processing of claims, Helpdesk and Support are good tools
to trace your interventions. This menu is more adapted to oral communication,
which is not necessarily related to a claim. Select a customer, add notes
and categorize your interventions with a channel and a priority level.
    ",
base,model,"ir.module.module,description",base.module_hr,"
Human Resources Management
==========================

This application enables you to manage important aspects of your company's staff and other details such as their skills, contacts, working time...


You can manage:
---------------
* Employees and hierarchies : You can define your employee with User and display hierarchies
* HR Departments
* HR Jobs
    ",
base,model,"ir.module.module,description",base.module_base_import_module,"
Import a custom data module
===========================

This module allows authorized users to import a custom data module (.xml files and static assests)
for customization purpose.
",
base,model,"ir.module.module,description",base.module_l10n_in,"
Indian Accounting: Chart of Account.
====================================

Indian accounting chart and localization.

OpenERP allows to manage Indian Accounting by providing Two Formats Of Chart of Accounts i.e Indian Chart Of Accounts - Standard and Indian Chart Of Accounts - Schedule VI.

Note: The Schedule VI has been revised by MCA and is applicable for all Balance Sheet made after
31st March, 2011. The Format has done away with earlier two options of format of Balance
Sheet, now only Vertical format has been permitted Which is Supported By OpenERP.
  ",
base,model,"ir.module.module,description",base.module_l10n_in_hr_payroll,"
Indian Payroll Salary Rules.
============================

    -Configuration of hr_payroll for India localization
    -All main contributions rules for India payslip.
    * New payslip report
    * Employee Contracts
    * Allow to configure Basic / Gross / Net Salary
    * Employee PaySlip
    * Allowance / Deduction
    * Integrated with Holiday Management
    * Medical Allowance, Travel Allowance, Child Allowance, ...
    - Payroll Advice and Report
    - Yearly Salary by Head and Yearly Salary by Employee Report
    ",
base,model,"ir.module.module,description",base.module_knowledge,"
Installer for knowledge-based Hidden.
=====================================

Makes the Knowledge Application Configuration available from where you can install
document and Wiki based Hidden.
    ",
base,model,"ir.module.module,description",base.module_im_chat,"
Instant Messaging
=================

Allows users to chat with each other in real time. Find other users easily and
chat in real time. It support several chats in parallel.
        ",
base,model,"ir.module.module,description",base.module_google_drive,"
Integrate google document to OpenERP record.
============================================

This module allows you to integrate google documents to any of your OpenERP record quickly and easily using OAuth 2.0 for Installed Applications,
You can configure your google Authorization Code from Settings > Configuration > General Settings by clicking on ""Generate Google Authorization Code""
",
base,model,"ir.module.module,description",base.module_stock_invoice_directly,"
Invoice Wizard for Delivery.
============================

When you send or deliver goods, this module automatically launch the invoicing
wizard if the delivery is to be invoiced.
    ",
base,model,"ir.module.module,description",base.module_account_voucher,"
Invoicing & Payments by Accounting Voucher & Receipts
=====================================================
The specific and easy-to-use Invoicing system in OpenERP allows you to keep track of your accounting, even when you are not an accountant. It provides an easy way to follow up on your suppliers and customers. 

You could use this simplified accounting in case you work with an (external) account to keep your books, and you still want to keep track of payments. 

The Invoicing system includes receipts and vouchers (an easy way to keep track of sales and purchases). It also offers you an easy method of registering payments, without having to encode complete abstracts of account.

This module manages:

* Voucher Entry
* Voucher Receipt [Sales & Purchase]
* Voucher Payment [Customer & Supplier]
    ",
base,model,"ir.module.module,description",base.module_stock_landed_costs,"
Landed Costs Management
=======================
This module allows you to easily add extra costs on pickings and decide the split of these costs among their stock moves in order to take them into account in your stock valuation.
    ",
base,model,"ir.module.module,description",base.module_crm_project_issue,"
Lead to Issues
==============

Link module to map leads to issues
        ",
base,model,"ir.module.module,description",base.module_board,"
Lets the user create a custom dashboard.
========================================

Allows users to create custom dashboard.
    ",
base,model,"ir.module.module,description",base.module_im_livechat,"
Live Chat Support
=================

Allow to drop instant messaging widgets on any web page that will communicate
with the current server and dispatch visitors request amongst several live
chat operators.

        ",
base,model,"ir.module.module,description",base.module_stock_dropshipping,"
Manage drop shipping orders
===========================

This module adds a pre-configured Drop Shipping picking type
as well as a procurement route that allow configuring Drop
Shipping products and orders.

When drop shipping is used the goods are directly transferred
from suppliers to customers (direct delivery) without
going through the retailer's warehouse. In this case no
internal transfer document is needed.

",
base,model,"ir.module.module,description",base.module_hr_expense,"
Manage expenses by Employees
============================

This application allows you to manage your employees' daily expenses. It gives you access to your employees’ fee notes and give you the right to complete and validate or refuse the notes. After validation it creates an invoice for the employee.
Employee can encode their own expenses and the validation flow puts it automatically in the accounting after validation by managers.


The whole flow is implemented as:
---------------------------------
* Draft expense
* Confirmation of the sheet by the employee
* Validation by his manager
* Validation by the accountant and accounting entries creation

This module also uses analytic accounting and is compatible with the invoice on timesheet module so that you are able to automatically re-invoice your customers' expenses if your work by project.
    ",
base,model,"ir.module.module,description",base.module_purchase,"
Manage goods requirement by Purchase Orders easily
==================================================

Purchase management enables you to track your suppliers' price quotations and convert them into purchase orders if necessary.
OpenERP has several methods of monitoring invoices and tracking the receipt of ordered goods. You can handle partial deliveries in OpenERP, so you can keep track of items that are still to be delivered in your orders, and you can issue reminders automatically.

OpenERP’s replenishment management rules enable the system to generate draft purchase orders automatically, or you can configure it to run a lean process driven entirely by current production needs.

Dashboard / Reports for Purchase Management will include:
---------------------------------------------------------
* Request for Quotations
* Purchase Orders Waiting Approval
* Monthly Purchases by Category
* Receipt Analysis
* Purchase Analysis
    ",
